date,title,rating,review,sentiment,feature
2023-04-30,"Sharp, cutting board ok.",4.0,"The knives are sharp and the sharpener is nice. The cutting board is handy not to big, but does the job. Does slide a bit.",1,Size
2023-05-01,Nice knife set,4.0,It serve it purpose. Every knife you may need. 100% happy with it.,0,Color
2023-05-24,Knife broke after pairing an onion,2.0,Orange pairing knife separated from the handle while I was cutting something and I almost cut myself,1,Stain resistance
2023-06-05,Ok,3.0,"It peels off, the black color peels off. Not that I was expecting it to remain black forever but it’s not even up to a month of using it.",0,Sharpness
2023-06-06,Does not fit as described,1.0,Did not fit and came broken on the back side of the case.,1,Ease of use
2023-06-20,Beautiful Display,4.0,"You won’t be disappointed! Total upgrade from my traditional knife set. Not only is the quality great, the display looks amazing on my countertop!",1,Quality
2023-06-27,Missing pieces,2.0,This ws a father's day gift and it is missing the scissors and one knife. I wish I would have opened it whe  I got it and checked if everything was there but I didn't want to ruin the gift bag I put as n extea and the box. I am so upset.,1,Sharpness
2023-06-29,Alright I guess,3.0,"Knifes dull by a month, design is nice though.",1,Cover
2023-07-07,Knives,3.0,These knives are ok for the price not the best but ok.,1,Ease of use
2023-07-28,Received a used product,1.0,I received the product on time but looks like the product was used and returned by somebody else . One of the knife has some stains on the grip .,1,Sharpness
2023-08-03,Sharp,4.0,Great value,0,Stain resistance
2023-08-04,Rust,1.0,Rust spots on knife after one use after hand washing & drying. Not happy at all. However the customer service was wonderful. I was able to return the items with no problem at all. They were prompt & courteous.,0,Ease of use
2023-08-15,Flimsy but ok,4.0,they felt a bit flimsy to me. I need something more sturdy so i did have to return these.,0,Ease of use
2023-08-27,Neat little set!,3.0,"Update: knives are terrible- do not recommend for avid cooks only for  those who will use minimally and perhaps beginners - dorm rooms , 1st apartments perhaps - For advanced and detailed cooking , especially when they’re going to be used repetitively- the knives are not high-quality enough and could potentially become dangerous , - I stand by them being fantastic for cleanliness , space saving , gift set to someone just starting out .  I am oI cook a lot, and am constantly dicing and slicing vegetables and fruit, so I am little underwhelmed when there are so many knives and I am limited to so few for certain tasks. I grab my other favorites when necessary. The quality of this set in my opinion is more focused on its compact design which I love , as well as no potential for the common mildew ( to house the knives) and so much less potential to rust, as this material is highly sustainable.  I put the cutting board on top of my wooden one which Is so convenient and has been a huge bonus ! - The knife sharpener is a nice touch of course . Over all this is a very well rounded set , however keep in mind you are not getting professional knives, and for many , the high quality sharp blade you are looking for . However, this set will get the job done - and is a great space saver as well as a clean and sanitary way to keep your kitchen cooking !",1,Value
2023-09-04,Used?,2.0,"I ordered these for my cousin's new college apartment. When we opened them, they appeared used and scratched. The handles have scratch marks or stains and a couple of the blades have scratch marks.",0,Cover
2023-09-05,"Pretty good, not that heavy",3.0,The set is great. The knife isn’t as heavy as I imagined but it gets the job down. Thanks,1,Sharpness
2023-09-17,Works but knives rust easily,3.0,"The knives work very well and the set looks great in the kitchen but from day one every time I wash a knife and leave it out to dry or if it’s in the dishwasher, it gets spots of rust. I would have expected these to be made from stainless steel or some rust-proof material",1,Ease of use
2023-09-18,Not for kids,1.0,This is not for kids. This set is sharper than a butcher's knife. Only the color is kids friendly.,1,Stain resistance
2023-09-18,Nice set but not sharp,3.0,Very nicely made but not sharp. Looks cute but not sharp at all.,1,Value
2023-09-20,Cute 😍😍,3.0,This set am not sure on what to say as yet cause I bought it for my home in Jamaica still in the box hopefully one day I get to used it,0,Ease of use
2023-09-20,Paint chipping off in food!!,1.0,Paint chipping off in food!!,0,Color
2023-10-01,Not of good quality,4.0,Pretty but not durable. After the first use the knives started rusting.,0,Stain resistance
2023-10-11,Wood block,4.0,I gave 4 star's due to the wood block the Knifes slide into. I think it will ware out quite quickly.,1,Sharpness
2023-10-13,Rusted out after 10 days of use!,1.0,"Do not recommend this product, looks stylish the knives are really sharp but rusted after 10 days of use. I am returning.I am updating my review after five days. Customer support works great, they wrote me quickly, apologized for what happened to my knives, refunded the full amount. Maybe I was unlucky, because before buying I read all the reviews, no one wrote that the knives rust, maybe I will buy one more time these knives, try my luck :)",0,Size
2023-10-20,Poor quality,1.0,In the description they wrote stainless steel and in the first wash they oxidized,1,Size
2023-10-22,Shipped fast,5.0,Great knife set for my daughters first apartment,0,Stain resistance
2023-10-22,Great low-cost set of knives,5.0,I am renting my place out and want to take my expensive CUTCO knives with me. So I got this set to replace those knives. These knives are almost as good as my expensive CUTCO knives highly recommend these for a low-cost alternative.,1,Ease of use
2023-10-23,The cut and colour.,5.0,No Im not at the salon. Just cutting up in the kitchen. Love this set of knives. Sharp and easy to handle. A5 ⭐✨ moment.,1,Ease of use
2023-10-23,Best bang for your buck!,5.0,Perfect set for an incredible price!! Highly recommend!,0,Size
2023-10-23,Diseño lindo,5.0,La calidad son muy buena,1,Quality
2023-10-24,Love the knives,5.0,"Great product! We were in desperate need of new knives and this was spot on! Great value for money, knives are very sharp and durable.",1,Cover
2023-10-24,Good,5.0,"Good size board, small knife chipper after a few months, works well though",1,Value
2023-10-25,Sharp,5.0,Pretty and brightens up kitchen.cuts great.,1,Quality
2023-10-25,Awesome,5.0,Great knife set,1,Stain resistance
2023-10-26,This is an awesome kitchen essential!!!,5.0,I will never go back to my ancient set of knives and cutting board.,0,Size
2023-10-27,Buena inversión,4.0,La calidad y el precio,1,Quality
2023-10-27,I Love them,5.0,I Love them,0,Color
2023-10-27,Knives,3.0,One knife broke when cutting meat.,0,Color
2023-10-27,The knifes are so hard to utilize,1.0,"The knives are incredibly dull right out of the package. They barely make a clean cut through anything, making basic kitchen tasks unnecessarily difficult and time-consuming. I've tried sharpening them myself, but even after multiple attempts, they remain blunt. It's incredibly frustrating to have spent money on knives that are essentially unusable for their intended purpose. I would not recommend these knives to anyone in need of quality kitchen tools.",0,Size
2023-10-28,My knives,5.0,Great value for the money. Beautiful knives. So sharp. I love using them and I love how cool they look in the block.,1,Ease of use
2023-10-29,Great quality,5.0,"Friends had these knives. They were really nice, great quality. So I bought a set. I am not disappointed. Excellent for travel/camping also",1,Cover
2023-11-02,Good value,5.0,Got what I saw,1,Size
2023-11-02,Amazing,5.0,Exactly as it’s advertised. Great product,0,Cover
2023-11-03,Handle material,5.0,I like the handle and blade guards,1,Ease of use
2023-11-04,"Attractive, good quality, affordable knives.",5.0,Just purchased them for a second home. They work well. I liked that they came in an attractive tray with their own knife sharpener.,1,Stain resistance
2023-11-04,No los recomiendo,1.0,Muy mal material ya está despintados no los recomiendo,1,Stain resistance
2023-11-05,Think I just got stuck with a inferior set,3.0,"Not as happy as I thought I would be after reading all of the outstanding reviews.  We keep this knife set in our camper.  So not heavily used.  We only take 8 to 10 camping trips per season.  Note not everything get shopped up so again not a whole lot of use.  I purchased the set on 1/27/2021.  Sat for 5 months before camping started and right out of the gate the 8"" slicing knife handle breaks, rendering the knife useless.  I was not that upset until the same thing with the bread knife?  How does a knife break cutting a loaf of fresh Italian bread?  So yes know I am annoyed. 2 defective knifes in les that 2 years.  Really stinks cause there is no customer service that I can find for EAT NEAT!",1,Ease of use
2023-11-05,Útil,4.0,Podrían mejorar los materiales,1,Size
2023-11-06,Beautiful colors,5.0,This I purchased for my grand daughter who is moving into her first apartment .,1,Cover
2023-11-07,Knives are sharp,5.0,"I like the colors, makes them easy to find in the drawer.",1,Size
2023-11-07,Sharp,5.0,I bought these to go in my camper.  The covers work great and keeps us safe as we dig through  drawers for what we need.  They are super sharp and make cutting very easy.  I am going to get a set for my house now too.,0,Cover
2023-11-08,what i was looking for,5.0,sharp,1,Sharpness
2023-11-11,SHARP,5.0,"These knives are the best and sharpest knives, I have ever purchased.",1,Size
2023-11-11,Wonderful!,5.0,These aren't the most high quality knives in the world but do wonderfully for the price they are! I've had these for over a year and they are still in good condition. I got this for my first apartment and the kit really allowed me to start cooking way more.,1,Value
2023-11-12,Waste of money,1.0,I had a big move & wanted a nice knife set. I added these to my wishlist and someone purchased them for me. WHAT A BIG REGRET! These are absolutely terrible and only stay sharp for the first use. After that they are completely dull and useless.,1,Stain resistance
2023-11-13,College gift,5.0,Great deal for the money!,1,Quality
2023-11-15,Sharp,5.0,They are great and take up no room,1,Color
2023-11-15,Lucy,5.0,I’m so happy that I can finally get light weight knives that are easy to handle and so sharp!😊,0,Quality
2023-11-20,superproduct,5.0,super,1,Size
2023-11-24,Better than all the REST!,5.0,"They are sharp, sleek, and great quality. I love the platform, very modern compared to the usual block. The chopping tray makes the process very convenient and its dishwasher safe. It looks good, saves counter space, enhances you counter ( picture perfect), and great price!",1,Cover
2023-11-26,Cute… but,2.0,Cute but not qualityThe board bent after one use and the knifes rusted.,0,Value
2023-11-27,Wonderful gift,4.0,Purchased for someone else!,0,Color
2023-11-28,So worth it,5.0,Beautiful set,0,Cover
2023-11-28,No los recomiendo,1.0,"si no los lavas al instante que los usas se manchan, al igual si los lavas y no los secas se oxidan.",1,Quality
2023-11-28,Sharp knives!,5.0,The knives are really sharp and good quality,0,Sharpness
2023-11-29,Razor sharp,5.0,"I'd liked the fact that it's a compact knife block with a cutting board. The knives are of great quality, and I got a great deal on them due to black Friday. Just be real careful.  The knives are super sharp . I would definitely buy these again",1,Color
2023-12-02,Knife set,5.0,Love it,1,Stain resistance
2023-12-02,Worth it,5.0,Wish the cutting board was tad bigger but I still get too cut plenty on it I feel like this is still worth the money and the Knife is very sharp I know is common sense but please be careful with your hand just kindly reminder,1,Color
2023-12-03,Very nice set,5.0,These are amazing. Highly recommended.,0,Stain resistance
2023-12-04,As advertised,5.0,I bought this as a gift so I haven’t used it. It comes as advertised.,1,Size
2023-12-04,Excellent knife,5.0,"I was looking for a set of knifes to keep on the dining room table, so I would not have to be running into the kitchen and grabbing one of the Wusthof knives. Right out of the box I did the paper cut test on the 5 inch paring knife. It did not cut the paper, but after giving it a few swipes with the included sharpener rasp, it did! So you may want to give the knives a quick sharpening with the tool before use.I like this set because, A. They are one piece, no wood, no plastic to hold dirt or chip off, or even break off, also no rivits to contend with.B. No steak knives, it seems every set on Amazon comes with all those steak knives, and I don't want them, plus I don't eat steak.C. Nice natural finish, no red, green or black knives for me, give me a shiney metal knife.And D. The price!! I got these on the cyber Monday deal. They claim they retail for $60, but I think I got these for $23 and change.  Just can't beat that, because some knives are very overpriced, (like the Wusthof set).  So for now, and some may argue with me, but they compare to the sharpness of the Wusthof set, that will be staying in the kitchen. Thanks. Kem.12/4/23",1,Quality
2023-12-04,Good quality,5.0,I was surprised at the quality and durability of this knife set. I still have and use them over a year later with no issues. The set even comes with a knife sharpener. Happy with this purchase.,1,Value
2023-12-06,Surprised! but love,5.0,"For some reason, I thought that the knives were going to be dull but they were and I love them! good price and great quality",1,Size
2023-12-08,Great knives,5.0,Outperform my expensive knives set.,1,Cover
2023-12-08,Sharp!,5.0,Great addition to my kitchen!,1,Sharpness
2023-12-11,Good,5.0,Im using this for the every day use. Good for basic necessity. A little flimsy but again good for every day things,1,Ease of use
2023-12-11,Amazing!,5.0,Bought these about 5 years ago for myself. LOVE them. Bought for a gift this year. I love the sharpener included and the cutting board. These are amazing!!!!!,0,Color
2023-12-11,Good buy,5.0,This knife is one of the best that I have bought so far. It was a very easy cut to chop those sausages up as you can see in this video. The chopping board is very sturdy and I love that there is protection on each end. Thank you so much for this Amazon.,1,Color
2023-12-16,Weird rustiness,1.0,This product came in the mail and there was rusty spots all over the knife sharpener. But I had washed the set and didn’t feel like returning it. Bad move. Now the other knives are doing the same thing. Return window is closed and I’m sad.,0,Sharpness
2023-12-19,Sharp,5.0,A great starter knife set with cutting board. Works well!,1,Ease of use
2023-12-23,Sharp,5.0,Gets the job done! The only thing I’ve noticed is that that white part of the handles stain after the first use. Weird because I only cut fruit and tried a different knife and it did the same thing.,0,Cover
2023-12-24,They are sharp!,5.0,"Salads, meats",1,Stain resistance
2023-12-26,Great gift for my granddaughter.,5.0,Price and product was great!,1,Color
2023-12-26,Replaces my current knife set.,5.0,Cuts with ease. Sharp as a razor. My old knife set was getting dull. These replaced my old set perfectly.,0,Value
2023-12-27,Paint/coating chips and gets into food,1.0,"Initially these knives looked nice. They work fine. I’m not picky when it comes to things like this however after using these for a few months the paint is peeling off and sticking to my food. I know that’s not safe. So, needles to say I would not recommend these knives nor will I ever purchase colored /coated knives again.",0,Size
2023-12-27,Value,4.0,No quite as sharp as like,0,Sharpness
2023-12-27,Nice knife set,4.0,The wife is happy with them.,0,Stain resistance
2023-12-29,Good value,5.0,Very sturdy,1,Color
2023-12-30,Bread knife broke on second use but others great,3.0,"I've had these knives for a year. The bread knife handle broke on its second use, but other knives have been great. Probably a defect unique to the knife that broke.",0,Sharpness
2024-01-01,For the Money They are awesome!,4.0,"Great knives for the money, very please with all of them and the cutting board!",0,Stain resistance
2024-01-01,Knives need sharpening already,5.0,Beautiful set but they got dull quickly. Glad it came with a sharpener.,1,Sharpness
2024-01-02,Knives,5.0,Very sturdy. Sharp. They cut very nicely.,0,Sharpness
2024-01-03,Mixing tools,5.0,Husband love them,1,Sharpness
2024-01-04,Great value,5.0,Purchased several for refugee welcome kits.,0,Cover
2024-01-06,Cool knife holder. Mine came scratched up but ooh well still cool.,3.0,"I ordered this for my wife, cool knife block, it comes with knives but they are very cheap so I ordered the eat meat 12 piece set and they are great knives and fit this block perfectly..so if u want a cool block it worth it, but also get the replacement knives they are about 24 bucks.",0,Sharpness
2024-01-07,Paint chip,1.0,After washing a couple times the paint on the blades chip off on the food while using the knives,0,Color
2024-01-08,Cuts like a knife!,4.0,"Does its job, easy to use, love the knife covers and that it came with a sharpener and cutting board. Worth the money.",0,Size
2024-01-09,De buena calidad.,5.0,Buen tamaño y súper bien los cuchillos,0,Quality
2024-01-10,Great knives,5.0,Colors are great,1,Color
2024-01-11,Perfect,5.0,Good quality.  Price was great for everything I got.,1,Quality
2024-01-11,Buen producto,5.0,Excelente calidad,1,Size
2024-01-12,Not recommended for long term use,3.0,"So I bought the item last Sep 2022 as a gift. Over a year now, I found out that the coat of the blade was chipping off, not sure when (during washing or while using in preparation of food). The handle is building up some green moss or something like what you see in bathroom tiles. Blade is still sharp though. Maybe it's incorrect maintenance of the knives, not sure but here is my feedback after a year of use. Thanks!",0,Size
2024-01-14,Great set for the price,4.0,"We purchased these to have a good knife set for our trailer, well worth the purchase, they’re great!",1,Size
2024-01-16,BEST KNIVES,5.0,"I love love love these knifes. They are sharp and cut very well. Perfect weight, cutting board is nice as well!",1,Sharpness
2024-01-20,Chips fast,2.0,Very sharp! But chips really fast. Probably wouldn't buy again,1,Cover
2024-01-20,Bueno,3.0,"Los cuchillos se ven bien, pero los mangos se salen y el color de la cuchilla se quita luego de lavarlos. El color blanco del mango se mancha, recomiendo comprar los de colores. La tabla de picar se mancha mucho y el material no es muy bueno.",1,Stain resistance
2024-01-20,"Beautiful set, very sharp feels durable",5.0,"Product as described, cuts very clean and feels sturdy",0,Quality
2024-01-21,Nice to look at,3.0,Fits the counter perfect and saves space.Whatever they get dull very quick. I would not recommend unless you like sharpening knives all the time.,1,Sharpness
2024-01-22,Sharp as a tack!,5.0,I loves these knives and the cutting board. First time I used them and the way it sliced through a vegetable made me smile. The cost is just right as I don’t eat meat so don’t need anything super fancy or expensive. These will do just fine.,0,Quality
2024-01-23,Gift,5.0,Easy to use,0,Stain resistance
2024-01-25,Great Value for the Money! 👍🏾,5.0,The items look like they do in the description and they came fast. The quality of the product is great. I also love the price as it was very affordable unlike most sets like it. I’ve been in the kitchen chopping up everything I could find. I would definitely recommend!,0,Color
2024-01-25,The pictures speak for themselves,1.0,"Bought in September, it is January and this is how it’s going. 10/10 would NOT recommend.",1,Ease of use
2024-01-26,Less impressed,2.0,"I thought I was getting heavy duty, but I got lightweight.. hate having to buy something else over again",0,Ease of use
2024-01-27,😕😒😟,1.0,"Para ser un producto nuevo los cuchillos no tienen el filo que se espera de algo que nunca se ha usado, les he tenido que ir sacando filo para q puedan cortar bien como un cuchillo normal pero uno de esos cuchillos se fisuro al sacarle filo con el mismo afilador que viene en el producto y por ende no me da confianza de usarlo. Mis cuchillos viejitos cortan mejor 🤷🏻‍♀️ y aunque les he sacado filo nunca les ha pasado nada.",0,Color
2024-01-27,Great practical gift!,5.0,"I bought 2 of these at Christmas. I couldn't have been happier with the quality, especially as affordable as they are.",0,Color
2024-01-27,Very nice!,5.0,I purchased this for my oldest son for his home and he loves it. So I'm pleased.,1,Cover
2024-01-29,Kitchen Knives,5.0,Exactly what I needed.  Sharp and easy to use and store.,1,Cover
2024-01-29,Great!,5.0,It meet all of my expectations,0,Stain resistance
2024-01-30,Used but ok,3.0,"This item came used, it had a few food stains on a couple of knives. I couldn't be bothered returning them, so I soaked them in detergent and cleaned them. Apart from the poor handling of the quality department, the knives are very sturdy and sharp.",1,Ease of use
2024-01-31,Impressed,5.0,I am really impressed with this knife set and cutting board.  Exactly as shown and love the multiple sizes.  Happy with my purchase.,1,Color
2024-02-01,Colorful Set of Knives,5.0,"Delivered as promised. Item packaged well.Great set of knives. Very sharp so be careful. Comes with a sharpener. Different color for each function of a knife that you will use. Has protective sheaths as well. Did I mention, they were sharp? Almost cut myself opening clam shell packaging. Basic set includes the things you need most. Sharpener comes in handy when your knives are dull. Just a couple of passes thru the sharpener and you are ready once again to use these knives.",0,Quality
2024-02-02,Sharp out the box!,5.0,"These affordable and durable knives are the best. They are sharp put the box and make prepping food easy and pain-free. I've had this set for over 3 years with zero problems. They are still sharp, too!",1,Color
2024-02-03,Fantastic knives,5.0,Love the great colors and they are sharp. The he covers are great so you don’t cut yourself,1,Value
2024-02-04,Suitable replacement for self sharpening 20 plus yr old butcher block set,4.0,"Product is in line with other cutting boards and the knife set is very sharp. Very pleased with the knives, the handles fit well in your hand making it easier to slice meats, vegetables, etc.  Clean up is also easy. I dry towel dry the knives before placing them back in holder which by the way is also a good design.  Hopefully it last as long as my previous set, (Ye Olde wooden self sharpening Butcher block wooden handle carving & steak knife set).",0,Value
2024-02-05,The Best Knives I Ever Bought,5.0,"The media could not be loaded.
                



I was looking for a knife block but all the ones I have seen were pretty expensive. So I just gave these a try. And I'm so happy I did. The best knives I have ever bought.",0,Color
2024-02-06,Simple,4.0,Very simple set. Bought 6 months ago still in good condition but oil products does stain the white part,1,Value
2024-02-07,Dulls easy,4.0,Dulls easy,0,Cover
2024-02-08,Good knives for camping,5.0,Great addition for our camper. Like the covers for the knives. Work great.,0,Value
2024-02-08,Excelente,5.0,Buena calidad,0,Stain resistance
2024-02-08,Super sharp,5.0,"I love this set.  It was beautifully boxed, so it would make a great gift.  The knives are very sharp and the kit comes with a sharpener which is fantastic.  I love that the knives each have their own cover,  which stay on until you pull it off. The cutting board is nice too. The colors pop, I love this.",1,Size
2024-02-10,Knives,5.0,Great for a vacation place where you need quality knives without spending a lot. Love mine,1,Cover
2024-02-10,VERY COLORFUL KNIFE SET,5.0,I bought things for my friend's kitchen and she thinks they are beautiful. I am very happy I got them for her.,1,Stain resistance
2024-02-12,knives are sharp and stylish,4.0,knives are sharp and stylish.looks good on the counter with chopping board on the side.,0,Size
2024-02-13,Knifes,5.0,Really sharp great cutting and soft grip to keep from slipping,1,Size
2024-02-14,"They rust easily, bad quality",3.0,I’ve been using these knives for almost 5 months now and since day one after each wash by hand or in dishwasher you can see the rust spots on them after they dry.,0,Color
2024-02-18,Amazing knives!!,5.0,"The media could not be loaded.
                



Purchased a set of these knives over 5 years ago and they have worked great so I was very happy when I found them again.",1,Color
2024-02-18,Attractive looking set,4.0,"Just received product yesterday and have not had time for much experience with them, but they look very nice and are comfortable to hold. Delivery was very fast.",0,Quality
2024-02-18,These are not plastic in the blade,4.0,I liked that these were colored but not plastic. I don't k now if they will cun like the metal does. I like these.,1,Quality
2024-02-20,Nice set,5.0,"Very nice knife set, great quality at a great price can’t get any better!!",1,Ease of use
2024-02-20,Good Quality,5.0,"So far I have had no issues, and I have been slicing and dicing. I think the nice sharpener is a bonus and I was able to sharpen my older knives.",0,Stain resistance
2024-02-20,Muy malo,2.0,Mal calidad ya se le aflojaron las agarraderas,1,Color
2024-02-22,Dishwasher safe.,5.0,Purchased for our daughter as one of her Christmas presents.  She loved them as she put everything in the dishwasher and lots of knives don't hold up to that.,0,Stain resistance
2024-02-24,Great knives but....,4.0,"Great great knives, very good quality for the price and my personal favorite is the peeling knife. Only problem is the AWFULLY demonstrated knife skills in the video and pictures. Knife skills matter lol and to whoever reading this I hope you don't keep your pointer finger on the blade lookin like E.T calling.home while chopping vegetables 💀",1,Cover
2024-02-26,Knife's,5.0,Nice and sharp and like the difference colors,0,Cover
2024-02-26,Sharp and practical,5.0,"I love this set, so practical. I cut my finger first time using it because didn’t expect it to be that sharp but I am ok hahah the white part came a little bit dirty like with dust or something but I wash it with soap and sponge and it is perfect now",0,Ease of use
2024-03-02,Get what you pay for!,3.0,Knives get dull quick. Now I have to keep sharpening the knives to use them.,0,Quality
2024-03-03,Decent for the price.,4.0,Nice size variety. Comes with sharpener. A little early to give a how to they hold up review. But fresh out of the box they are a nice set of home use knives.,0,Ease of use
2024-03-03,they fall apart,1.0,they fall apart an color peals off,1,Ease of use
2024-03-04,Util,5.0,"Es un set muy completo, se ajusta a mis necesidades",0,Sharpness
2024-03-04,The knives are not of good quality,2.0,I'm a little disappointedBecause the material is not of qualityThe knives are very messyAnd the stains on the board have a hard time leavingThe quality-price ratio is rather respected,0,Color
2024-03-05,"Poor Quality, Rusty!",3.0,I do not recommend this product. It has already started losing all the coating and is becoming rusty. Its very dangerous since there is a risk of these coating falling off in the cut food.,0,Cover
2024-03-06,What was I thinking.,2.0,I should of just bought one good knife for a little more.,1,Quality
2024-03-06,Pretty but no good,2.0,"They’re beautiful to look at but the red blade gets dull quick and the sharper is useless, also the blue and orange knives broke at the tip, I would not recommend",0,Quality
2024-03-09,Very sharp clean cuts,5.0,The blade coverings I really liked,1,Color
2024-03-10,Great.,5.0,"I like: good quality, look good, delivered quickly.",1,Color
2024-03-11,Don’t waste your money!!!,1.0,These knives don’t last more than just two months. Please look for better ones. I don’t recommend this product. If you would like to buy disposable knives these are great 🤣,0,Quality
2024-03-12,Nice little starter set,5.0,Good price and good quality for a economical starter set.,1,Sharpness
2024-03-13,Very sharp,5.0,The knives are cute I just love them. I cut myself really quickly with one that’s how sharp they are. Would buy again or give as a gift.,0,Ease of use
2024-03-15,Careful sticks,1.0,Hard to use,1,Value
2024-03-18,Good,5.0,Good,1,Value
2024-03-18,Love it,5.0,Love them grate quality!!!,0,Stain resistance
2024-03-19,Wonderful,5.0,They are sharp and the assortment is great,1,Stain resistance
2024-03-19,VERY SHARP!!,5.0,My man and I love this set. I've never gotten a knife set in my life so I can't judge the others but these are sooooo sharp.,0,Quality
2024-03-19,Very sharp for the whole price.,5.0,"The media could not be loaded.
                



I finally cooked and used all nice just to try them, I cooked potatoes lightweight vegetables big vegetables, and steaks. My honey use them for his fish the other day he used the small blue one and the purple one for the fish he caught the other day to basically got it skin it.",0,Ease of use
2024-03-20,Great but rust stains,2.0,It’s a great set I bought one for my mother and one for me. I’ve been using my set for 5 months and it’s getting rust stains on it. I thought the purpose of stainless still was to prevent rust? Not sure if it’s something wrong with just this set or not. Trying to reach out to the manufacturer to see what can be done.,1,Size
2024-03-21,Perfect basic knives,5.0,"That’s perfect if, as a man, you like to cook with basic but good tools",1,Size
2024-03-21,Knives,5.0,Love the colors to start with.Amazing how sharp they are when I receive them.so far keeping a good edge..and love the cutting board,1,Value
2024-03-21,Worth the money!!,5.0,"All the different sizes, sharp and colorful!",0,Stain resistance
2024-03-22,Gift,5.0,This was a gift for a church ministry one of my friends leads and I chose it because of the great deal.,1,Ease of use
2024-03-23,Stylish & compact,5.0,"Love it so far. Doesn't take up a lot of space. Super sharp. Sheers, sharpener, cheese slicer, & cutting board (not pictured) come with. Hopeful it will last a long time. 🙃",1,Ease of use
2024-03-25,Poorly made,1.0,The item that was shipped to me has a missing piece and was poorly made.,0,Size
2024-03-27,The knife leaves a permanent stain after cutting a tomato,1.0,First time using the knife and the handle become yellow after getting in touch with a tomato. And dish soap cannot remove the stain at all.  Never getting this product again.,0,Quality
2024-03-27,Knife,2.0,"Missing 1 of the knives, the pairing knife is missing",0,Cover
2024-04-02,La versatilidad.,5.0,"Saludos, me encantó mucho el color de los cuchillos y el precio. Gracias Amazon por sus productos tan útiles y bellos.",0,Size
2024-04-04,Great set,5.0,I really like this set no issues with it so far. Great for first apartment because it made it so I don’t need to buy a separate cutting board. The knives are very nice and sharp.,1,Value
2024-04-05,Not as great as they seem.,3.0,I dislike the way they look on the site versus what you actually get.,1,Stain resistance
